Rank,Name,Role,Game Type,Map,Game Rank,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
6,Omen,controller,Competitive,Ascent,Diamond 3,0.98, 14.9  /  15.2  /  8.8 ,49.4%,10.4%,204,0.1%,"10,565"
7,Cypher,sentinel,Competitive,Ascent,Diamond 3,1.01, 14.8  /  14.7  /  5 ,49.3%,3.8%,199,0.2%,"3,902"
8,Killjoy,sentinel,Competitive,Ascent,Diamond 3,1.02, 14.8  /  14.4  /  3.8 ,49.1%,10.4%,202,0.2%,"10,576"
9,Astra,controller,Competitive,Ascent,Diamond 3,1.03, 15.4  /  14.9  /  8 ,49.1%,3.0%,208,0.1%,"3,018"
10,Brimstone,controller,Competitive,Ascent,Diamond 3,0.97, 14.6  /  15.1  /  9.9 ,49.0%,5.5%,206,0.1%,"5,568"
11,Raze,duelist,Competitive,Ascent,Diamond 3,1.02, 16.5  /  16.2  /  5.1 ,48.9%,5.9%,236,0.1%,"5,956"
12,Fade,initiator,Competitive,Ascent,Diamond 3,0.97, 14.7  /  15.2  /  6.7 ,48.4%,3.6%,201,0.1%,"3,681"
13,Neon,duelist,Competitive,Ascent,Diamond 3,0.94, 15.8  /  16.8  /  4.4 ,46.7%,0.8%,220,0.1%,781
14,Breach,initiator,Competitive,Ascent,Diamond 3,0.95, 14.8  /  15.6  /  7.6 ,46.7%,1.1%,205,0.1%,"1,120"
15,Skye,initiator,Competitive,Ascent,Diamond 3,0.94, 14.7  /  15.7  /  7.7 ,45.7%,2.1%,201,0.1%,"2,108"
16,Chamber,sentinel,Competitive,Ascent,Diamond 3,1.06, 16.5  /  15.5  /  2.9 ,45.4%,2.1%,218,0.1%,"2,155"
17,KAY/O,initiator,Competitive,Ascent,Diamond 3,0.92, 14.5  /  15.7  /  9.3 ,45.1%,4.5%,205,0.1%,"4,577"
18,Yoru,duelist,Competitive,Ascent,Diamond 3,0.97, 15.7  /  16.3  /  4.4 ,44.4%,0.8%,214,0.1%,783
19,Viper,controller,Competitive,Ascent,Diamond 3,1.02, 14.5  /  14.3  /  5.7 ,44.4%,0.5%,211,0.2%,489
20,Harbor,controller,Competitive,Ascent,Diamond 3,0.9, 14.1  /  15.7  /  6.4 ,40.0%,0.3%,195,0.1%,270
1,Brimstone,controller,Competitive,Haven,Diamond 3,0.98, 14.7  /  14.9  /  9.4 ,52.8%,5.1%,205,0.2%,"5,185"
2,Sova,initiator,Competitive,Haven,Diamond 3,1.02, 14.9  /  14.7  /  5.9 ,51.1%,8.2%,207,0.2%,"8,282"
3,Astra,controller,Competitive,Haven,Diamond 3,1.05, 15.4  /  14.7  /  6.8 ,50.6%,2.5%,209,0.1%,"2,494"
4,Skye,initiator,Competitive,Haven,Diamond 3,0.96, 14.8  /  15.4  /  7.5 ,50.4%,3.7%,203,0.1%,"3,739"
5,Reyna,duelist,Competitive,Haven,Diamond 3,1.12, 17.7  /  15.8  /  4.5 ,50.4%,11.1%,244,0.1%,"11,233"
6,Sage,sentinel,Competitive,Haven,Diamond 3,0.95, 14.3  /  15.1  /  7.2 ,50.2%,7.2%,198,0.1%,"7,274"
7,Phoenix,duelist,Competitive,Haven,Diamond 3,1.08, 17.1  /  15.8  /  4.7 ,49.7%,4.5%,239,0.1%,"4,571"
8,Cypher,sentinel,Competitive,Haven,Diamond 3,1.0, 14.9  /  14.8  /  4.8 ,49.3%,5.6%,201,0.1%,"5,643"
9,Jett,duelist,Competitive,Haven,Diamond 3,1.08, 17.4  /  16.1  /  3.7 ,49.1%,13.8%,238,0.1%,"13,919"
10,Omen,controller,Competitive,Haven,Diamond 3,0.98, 15  /  15.3  /  8 ,49.0%,11.5%,205,0.1%,"11,594"
11,Breach,initiator,Competitive,Haven,Diamond 3,0.94, 14.5  /  15.4  /  7.2 ,48.5%,2.6%,202,0.1%,"2,575"
12,Killjoy,sentinel,Competitive,Haven,Diamond 3,1.02, 14.8  /  14.5  /  3.6 ,48.4%,6.3%,203,0.2%,"6,344"
13,Fade,initiator,Competitive,Haven,Diamond 3,0.96, 14.6  /  15.2  /  6.7 ,48.3%,4.3%,201,0.1%,"4,351"
14,Chamber,sentinel,Competitive,Haven,Diamond 3,1.07, 16.2  /  15.1  /  2.8 ,47.6%,2.6%,217,0.1%,"2,653"
15,Raze,duelist,Competitive,Haven,Diamond 3,1.04, 16.8  /  16.1  /  4.8 ,47.4%,5.7%,239,0.1%,"5,705"
16,Yoru,duelist,Competitive,Haven,Diamond 3,0.99, 16  /  16.1  /  4.6 ,46.4%,1.0%,221,0.1%,"1,017"
17,KAY/O,initiator,Competitive,Haven,Diamond 3,0.93, 14.5  /  15.7  /  9.5 ,44.2%,2.7%,206,0.1%,"2,694"
18,Viper,controller,Competitive,Haven,Diamond 3,1.0, 15.3  /  15.3  /  6.3 ,43.8%,0.3%,212,0.1%,338
19,Neon,duelist,Competitive,Haven,Diamond 3,0.96, 16.2  /  16.9  /  4.3 ,43.0%,1.0%,224,0.1%,986
20,Harbor,controller,Competitive,Haven,Diamond 3,0.86, 13.2  /  15.4  /  6 ,33.7%,0.2%,192,0.1%,178
1,Sage,sentinel,Competitive,Icebox,Diamond 3,0.94, 14  /  14.9  /  7.2 ,50.7%,11.7%,192,0.1%,"11,685"
2,Killjoy,sentinel,Competitive,Icebox,Diamond 3,1.03, 14.9  /  14.5  /  3.7 ,50.3%,5.7%,205,0.2%,"5,707"
3,Brimstone,controller,Competitive,Icebox,Diamond 3,0.96, 14.7  /  15.4  /  7.5 ,50.3%,1.4%,203,0.1%,"1,350"
4,Viper,controller,Competitive,Icebox,Diamond 3,1.02, 15.2  /  15  /  5.8 ,50.3%,14.4%,208,0.2%,"14,372"
5,Reyna,duelist,Competitive,Icebox,Diamond 3,1.14, 18.2  /  16  /  4.3 ,49.9%,12.5%,250,0.1%,"12,478"
6,Chamber,sentinel,Competitive,Icebox,Diamond 3,1.1, 16.7  /  15.1  /  2.8 ,49.7%,3.1%,222,0.1%,"3,074"
7,Jett,duelist,Competitive,Icebox,Diamond 3,1.08, 17.8  /  16.4  /  3.8 ,49.6%,14.4%,246,0.1%,"14,386"
8,Sova,initiator,Competitive,Icebox,Diamond 3,0.99, 14.8  /  14.9  /  5.5 ,49.4%,12.6%,204,0.2%,"12,621"
9,Astra,controller,Competitive,Icebox,Diamond 3,1.03, 15  /  14.6  /  5.5 ,49.3%,0.4%,207,0.1%,375
10,Phoenix,duelist,Competitive,Icebox,Diamond 3,1.06, 16.8  /  15.8  /  4.5 ,49.0%,1.6%,233,0.1%,"1,576"
11,Raze,duelist,Competitive,Icebox,Diamond 3,1.03, 16.9  /  16.3  /  4.7 ,48.8%,6.7%,239,0.1%,"6,672"
12,Skye,initiator,Competitive,Icebox,Diamond 3,0.92, 14.3  /  15.5  /  7.1 ,48.0%,1.6%,197,0.1%,"1,606"
13,Omen,controller,Competitive,Icebox,Diamond 3,0.97, 15.1  /  15.6  /  6.3 ,47.9%,3.1%,208,0.1%,"3,099"
14,Fade,initiator,Competitive,Icebox,Diamond 3,0.96, 14.7  /  15.3  /  6.4 ,47.9%,2.5%,204,0.1%,"2,459"
15,Neon,duelist,Competitive,Icebox,Diamond 3,0.95, 15.9  /  16.7  /  4.1 ,47.2%,1.1%,224,0.1%,"1,118"
16,KAY/O,initiator,Competitive,Icebox,Diamond 3,0.93, 14.7  /  15.8  /  9.2 ,45.9%,3.8%,207,0.1%,"3,792"
17,Cypher,sentinel,Competitive,Icebox,Diamond 3,0.96, 14.5  /  15  /  4.2 ,45.5%,1.4%,198,0.1%,"1,401"
18,Harbor,controller,Competitive,Icebox,Diamond 3,0.9, 13.9  /  15.6  /  6 ,45.5%,0.6%,192,0.1%,583
19,Breach,initiator,Competitive,Icebox,Diamond 3,0.92, 14.7  /  15.9  /  6.7 ,45.0%,0.6%,202,0.1%,598
20,Yoru,duelist,Competitive,Icebox,Diamond 3,1.01, 15.7  /  15.6  /  4.1 ,44.9%,1.0%,220,0.1%,976
1,Killjoy,sentinel,Competitive,Fracture,Diamond 3,1.03, 14.7  /  14.3  /  3.9 ,51.4%,7.3%,204,0.2%,"7,236"
2,Sage,sentinel,Competitive,Fracture,Diamond 3,0.96, 14.2  /  14.8  /  7 ,51.1%,5.8%,196,0.1%,"5,731"
3,Skye,initiator,Competitive,Fracture,Diamond 3,0.94, 14.7  /  15.6  /  7.4 ,50.6%,2.0%,199,0.1%,"1,962"
4,Fade,initiator,Competitive,Fracture,Diamond 3,0.98, 14.6  /  14.9  /  6.3 ,50.4%,4.6%,201,0.1%,"4,578"
5,Reyna,duelist,Competitive,Fracture,Diamond 3,1.14, 17.8  /  15.6  /  4.4 ,50.4%,10.4%,244,0.1%,"10,352"
6,Raze,duelist,Competitive,Fracture,Diamond 3,1.07, 16.9  /  15.8  /  4.8 ,50.1%,7.9%,241,0.1%,"7,839"
7,Brimstone,controller,Competitive,Fracture,Diamond 3,0.99, 14.7  /  14.8  /  8.9 ,50.0%,11.7%,207,0.1%,"11,608"
8,Breach,initiator,Competitive,Fracture,Diamond 3,0.94, 14.5  /  15.4  /  7.2 ,49.9%,11.5%,199,0.1%,"11,444"
9,Viper,controller,Competitive,Fracture,Diamond 3,0.99, 14.8  /  15  /  5.7 ,49.5%,4.3%,204,0.2%,"4,248"
10,Cypher,sentinel,Competitive,Fracture,Diamond 3,1.01, 14.8  /  14.7  /  4.9 ,49.1%,5.7%,201,0.1%,"5,666"
11,Yoru,duelist,Competitive,Fracture,Diamond 3,1.02, 15.9  /  15.5  /  4.5 ,49.0%,1.0%,219,0.1%,973
12,Jett,duelist,Competitive,Fracture,Diamond 3,1.08, 17.4  /  16  /  3.7 ,48.8%,11.8%,239,0.1%,"11,675"
13,KAY/O,initiator,Competitive,Fracture,Diamond 3,0.93, 14.4  /  15.5  /  9.4 ,48.3%,3.2%,203,0.1%,"3,148"
14,Phoenix,duelist,Competitive,Fracture,Diamond 3,1.11, 17.1  /  15.4  /  4.7 ,47.9%,2.3%,238,0.1%,"2,299"
15,Chamber,sentinel,Competitive,Fracture,Diamond 3,1.07, 16.3  /  15.2  /  2.9 ,47.2%,3.0%,219,0.1%,"2,970"
16,Omen,controller,Competitive,Fracture,Diamond 3,0.97, 14.6  /  15.1  /  7.1 ,46.8%,1.9%,204,0.1%,"1,885"
17,Neon,duelist,Competitive,Fracture,Diamond 3,1.01, 16.7  /  16.5  /  4.4 ,46.7%,3.1%,232,0.1%,"3,090"
18,Astra,controller,Competitive,Fracture,Diamond 3,1.01, 15.2  /  15  /  6.7 ,45.6%,1.2%,206,0.1%,"1,175"
19,Sova,initiator,Competitive,Fracture,Diamond 3,0.97, 14.7  /  15.1  /  5.5 ,44.9%,0.9%,205,0.1%,923
20,Harbor,controller,Competitive,Fracture,Diamond 3,0.91, 14.2  /  15.7  /  6.3 ,42.7%,0.5%,193,0.1%,452
1,Phoenix,duelist,Competitive,Pearl,Diamond 3,1.13, 17.7  /  15.7  /  5 ,51.2%,5.2%,245,0.1%,"5,111"
2,Breach,initiator,Competitive,Pearl,Diamond 3,0.91, 14.6  /  15.9  /  7.1 ,51.0%,1.3%,199,0.1%,"1,251"
3,Sage,sentinel,Competitive,Pearl,Diamond 3,0.93, 13.9  /  14.9  /  7.3 ,50.8%,7.4%,193,0.1%,"7,307"
4,Fade,initiator,Competitive,Pearl,Diamond 3,0.96, 14.6  /  15.2  /  6.6 ,50.8%,10.5%,201,0.1%,"10,413"
5,Astra,controller,Competitive,Pearl,Diamond 3,1.04, 15.2  /  14.6  /  6.7 ,50.7%,5.5%,206,0.2%,"5,478"
6,Brimstone,controller,Competitive,Pearl,Diamond 3,0.97, 14.5  /  15  /  8.8 ,50.4%,3.5%,206,0.1%,"3,475"
7,Raze,duelist,Competitive,Pearl,Diamond 3,1.06, 16.9  /  16.1  /  5 ,50.1%,5.3%,242,0.1%,"5,265"
8,Reyna,duelist,Competitive,Pearl,Diamond 3,1.13, 17.9  /  15.8  /  4.5 ,49.8%,11.1%,247,0.1%,"11,037"
9,Skye,initiator,Competitive,Pearl,Diamond 3,0.94, 14.8  /  15.7  /  7.8 ,49.6%,2.8%,203,0.1%,"2,772"
10,Killjoy,sentinel,Competitive,Pearl,Diamond 3,1.04, 14.8  /  14.3  /  3.9 ,49.6%,4.6%,206,0.2%,"4,555"
11,Sova,initiator,Competitive,Pearl,Diamond 3,1.0, 14.8  /  14.9  /  5.7 ,49.5%,2.1%,208,0.2%,"2,123"
12,Viper,controller,Competitive,Pearl,Diamond 3,0.99, 14.7  /  14.8  /  6.1 ,49.0%,7.3%,206,0.1%,"7,209"
13,Chamber,sentinel,Competitive,Pearl,Diamond 3,1.09, 16.3  /  14.9  /  2.9 ,48.9%,3.4%,219,0.1%,"3,329"
14,Neon,duelist,Competitive,Pearl,Diamond 3,0.98, 16.4  /  16.7  /  4.2 ,48.8%,1.5%,226,0.1%,"1,516"
15,Jett,duelist,Competitive,Pearl,Diamond 3,1.07, 17  /  16  /  3.8 ,48.7%,12.7%,236,0.1%,"12,614"
16,Cypher,sentinel,Competitive,Pearl,Diamond 3,1.0, 14.7  /  14.8  /  4.7 ,48.0%,7.0%,200,0.1%,"6,936"
17,Yoru,duelist,Competitive,Pearl,Diamond 3,1.01, 16  /  15.9  /  4.4 ,46.7%,1.2%,220,0.1%,"1,229"
18,Harbor,controller,Competitive,Pearl,Diamond 3,0.92, 14.2  /  15.5  /  6.3 ,46.6%,1.4%,194,0.1%,"1,368"
19,KAY/O,initiator,Competitive,Pearl,Diamond 3,0.92, 14.4  /  15.6  /  8.9 ,46.4%,4.2%,206,0.1%,"4,145"
20,Omen,controller,Competitive,Pearl,Diamond 3,0.98, 14.9  /  15.2  /  6.9 ,46.1%,2.1%,207,0.1%,"2,075"
1,Brimstone,controller,Competitive,Lotus,Diamond 3,1.0, 14.8  /  14.9  /  8.5 ,52.2%,4.4%,208,0.2%,"4,368"
2,Chamber,sentinel,Competitive,Lotus,Diamond 3,1.11, 16.7  /  15.1  /  2.8 ,51.7%,3.7%,223,0.1%,"3,678"
3,Killjoy,sentinel,Competitive,Lotus,Diamond 3,1.02, 14.7  /  14.3  /  3.6 ,51.3%,7.2%,202,0.2%,"7,113"
4,Skye,initiator,Competitive,Lotus,Diamond 3,0.96, 14.6  /  15.3  /  7.8 ,51.1%,4.1%,201,0.1%,"4,083"
5,Sage,sentinel,Competitive,Lotus,Diamond 3,0.95, 14.1  /  14.9  /  6.9 ,51.1%,5.7%,195,0.1%,"5,625"
6,Reyna,duelist,Competitive,Lotus,Diamond 3,1.13, 17.8  /  15.7  /  4.3 ,50.7%,11.6%,244,0.1%,"11,454"
7,Astra,controller,Competitive,Lotus,Diamond 3,1.05, 15.3  /  14.6  /  6.2 ,50.2%,3.2%,206,0.2%,"3,180"
8,Raze,duelist,Competitive,Lotus,Diamond 3,1.06, 17  /  16  /  4.9 ,50.1%,8.7%,243,0.1%,"8,614"
9,Fade,initiator,Competitive,Lotus,Diamond 3,0.97, 14.7  /  15.2  /  6.4 ,50.0%,4.7%,202,0.1%,"4,632"
10,Sova,initiator,Competitive,Lotus,Diamond 3,0.98, 14.8  /  15  /  5.5 ,49.9%,2.1%,206,0.1%,"2,101"
11,Omen,controller,Competitive,Lotus,Diamond 3,0.99, 15.1  /  15.3  /  6.9 ,49.2%,7.4%,206,0.1%,"7,316"
12,Phoenix,duelist,Competitive,Lotus,Diamond 3,1.08, 16.9  /  15.6  /  4.6 ,49.0%,3.1%,235,0.1%,"3,031"
13,Viper,controller,Competitive,Lotus,Diamond 3,1.0, 14.9  /  14.9  /  5.4 ,48.7%,1.4%,206,0.2%,"1,364"
14,Breach,initiator,Competitive,Lotus,Diamond 3,0.93, 14.3  /  15.4  /  7.3 ,48.5%,7.8%,198,0.1%,"7,689"
15,Cypher,sentinel,Competitive,Lotus,Diamond 3,1.0, 14.9  /  14.8  /  4.6 ,48.2%,4.7%,200,0.2%,"4,653"
16,Jett,duelist,Competitive,Lotus,Diamond 3,1.07, 17.3  /  16.2  /  3.7 ,47.9%,11.3%,238,0.1%,"11,133"
17,Harbor,controller,Competitive,Lotus,Diamond 3,0.92, 14.3  /  15.5  /  6 ,47.1%,2.4%,193,0.1%,"2,395"
18,Neon,duelist,Competitive,Lotus,Diamond 3,0.96, 15.8  /  16.5  /  4.2 ,46.0%,1.7%,222,0.1%,"1,657"
19,KAY/O,initiator,Competitive,Lotus,Diamond 3,0.94, 14.7  /  15.6  /  9.5 ,45.6%,3.4%,208,0.1%,"3,307"
20,Yoru,duelist,Competitive,Lotus,Diamond 3,0.98, 15.8  /  16  /  4.4 ,45.4%,1.1%,215,0.1%,"1,121"
1,Brimstone,controller,Competitive,All,Ascendant 1,0.98, 14.7  /  14.9  /  9.2 ,51.2%,5.1%,207,0.1%,"27,556"
2,Skye,initiator,Competitive,All,Ascendant 1,0.96, 14.7  /  15.3  /  7.7 ,50.8%,2.9%,202,0.1%,"15,532"
3,Phoenix,duelist,Competitive,All,Ascendant 1,1.1, 17.3  /  15.7  /  4.8 ,50.5%,3.1%,240,0.1%,"17,044"
4,Killjoy,sentinel,Competitive,All,Ascendant 1,1.03, 14.8  /  14.4  /  3.8 ,50.5%,7.0%,205,0.2%,"38,069"
5,Sage,sentinel,Competitive,All,Ascendant 1,0.95, 14.2  /  15  /  7.2 ,50.4%,7.6%,196,0.1%,"41,348"
6,Astra,controller,Competitive,All,Ascendant 1,1.04, 15.2  /  14.6  /  7 ,50.3%,2.9%,207,0.2%,"15,715"
7,Viper,controller,Competitive,All,Ascendant 1,1.01, 15  /  14.9  /  5.9 ,50.1%,4.3%,207,0.2%,"23,333"
8,Raze,duelist,Competitive,All,Ascendant 1,1.05, 16.9  /  16.1  /  4.9 ,50.0%,7.6%,242,0.1%,"41,530"
9,Reyna,duelist,Competitive,All,Ascendant 1,1.13, 17.8  /  15.8  /  4.4 ,50.0%,10.8%,244,0.1%,"58,601"
10,Neon,duelist,Competitive,All,Ascendant 1,0.98, 16.2  /  16.6  /  4.4 ,49.4%,1.4%,226,0.1%,"7,557"
11,Fade,initiator,Competitive,All,Ascendant 1,0.97, 14.7  /  15.2  /  6.5 ,49.2%,4.9%,201,0.1%,"26,366"
12,Jett,duelist,Competitive,All,Ascendant 1,1.07, 17.4  /  16.2  /  3.7 ,48.9%,13.2%,239,0.1%,"71,862"
13,Breach,initiator,Competitive,All,Ascendant 1,0.94, 14.5  /  15.4  /  7.4 ,48.7%,4.1%,199,0.1%,"22,185"
14,Sova,initiator,Competitive,All,Ascendant 1,1.0, 14.8  /  14.8  /  5.8 ,48.5%,5.7%,206,0.2%,"30,797"
15,Cypher,sentinel,Competitive,All,Ascendant 1,1.01, 14.9  /  14.8  /  4.8 ,48.3%,5.1%,202,0.2%,"27,901"
16,Omen,controller,Competitive,All,Ascendant 1,0.98, 14.9  /  15.3  /  7.8 ,48.2%,6.5%,204,0.1%,"35,311"
17,Chamber,sentinel,Competitive,All,Ascendant 1,1.09, 16.5  /  15.1  /  2.8 ,48.1%,2.6%,220,0.1%,"14,386"
18,Harbor,controller,Competitive,All,Ascendant 1,0.93, 14.1  /  15.2  /  6.2 ,47.6%,0.8%,194,0.1%,"4,504"
19,Yoru,duelist,Competitive,All,Ascendant 1,1.02, 16.1  /  15.9  /  4.4 ,47.5%,1.0%,222,0.1%,"5,387"
20,KAY/O,initiator,Competitive,All,Ascendant 1,0.92, 14.5  /  15.7  /  9.3 ,44.4%,3.4%,206,0.1%,"18,577"
1,Neon,duelist,Competitive,Split,Ascendant 1,0.97, 15.7  /  16.3  /  4.2 ,52.5%,0.8%,222,0.1%,596
2,Skye,initiator,Competitive,Split,Ascendant 1,0.96, 14.8  /  15.3  /  7.8 ,51.7%,5.2%,202,0.1%,"4,091"
3,Viper,controller,Competitive,Split,Ascendant 1,1.03, 15  /  14.7  /  5.9 ,51.1%,1.5%,210,0.2%,"1,143"
4,Sage,sentinel,Competitive,Split,Ascendant 1,0.96, 14.5  /  15.1  /  7.7 ,50.6%,13.2%,200,0.1%,"10,318"
5,Brimstone,controller,Competitive,Split,Ascendant 1,0.99, 14.8  /  15  /  9.4 ,50.5%,4.5%,210,0.1%,"3,527"
6,Reyna,duelist,Competitive,Split,Ascendant 1,1.12, 17.7  /  15.8  /  4.5 ,50.4%,9.2%,243,0.1%,"7,207"
7,Phoenix,duelist,Competitive,Split,Ascendant 1,1.1, 17.2  /  15.7  /  4.9 ,50.2%,2.0%,239,0.1%,"1,568"
8,Astra,controller,Competitive,Split,Ascendant 1,1.05, 15.3  /  14.6  /  7 ,50.1%,3.7%,210,0.2%,"2,937"
9,Jett,duelist,Competitive,Split,Ascendant 1,1.07, 17.3  /  16.2  /  3.8 ,50.0%,10.3%,240,0.1%,"8,109"
10,Raze,duelist,Competitive,Split,Ascendant 1,1.04, 17.1  /  16.4  /  5.1 ,49.5%,12.9%,245,0.1%,"10,142"
11,Killjoy,sentinel,Competitive,Split,Ascendant 1,1.03, 14.9  /  14.5  /  3.8 ,49.4%,5.9%,206,0.2%,"4,636"
12,Omen,controller,Competitive,Split,Ascendant 1,0.99, 15.1  /  15.3  /  7.7 ,48.7%,9.6%,207,0.1%,"7,508"
13,Fade,initiator,Competitive,Split,Ascendant 1,0.97, 14.8  /  15.2  /  6.1 ,48.7%,3.7%,202,0.1%,"2,936"
14,Breach,initiator,Competitive,Split,Ascendant 1,0.96, 14.6  /  15.2  /  7.5 ,48.2%,3.3%,201,0.1%,"2,616"
15,Cypher,sentinel,Competitive,Split,Ascendant 1,1.01, 15  /  14.8  /  4.8 ,47.9%,6.5%,202,0.2%,"5,062"
16,Chamber,sentinel,Competitive,Split,Ascendant 1,1.07, 16.2  /  15.2  /  2.9 ,47.7%,1.6%,220,0.1%,"1,265"
17,Harbor,controller,Competitive,Split,Ascendant 1,0.92, 14.4  /  15.6  /  6.7 ,46.7%,0.3%,198,0.1%,244
18,Yoru,duelist,Competitive,Split,Ascendant 1,1.02, 16  /  15.7  /  4.4 ,46.1%,0.9%,223,0.1%,698
19,KAY/O,initiator,Competitive,Split,Ascendant 1,0.92, 14.6  /  15.8  /  9.2 ,45.7%,3.5%,206,0.1%,"2,770"
20,Sova,initiator,Competitive,Split,Ascendant 1,0.96, 14.5  /  15  /  5.4 ,45.0%,1.3%,203,0.1%,"1,004"
1,Skye,initiator,Competitive,Ascent,Ascendant 1,0.95, 14.6  /  15.5  /  7.6 ,50.9%,1.9%,201,0.1%,"1,526"
2,Sage,sentinel,Competitive,Ascent,Ascendant 1,0.95, 14.1  /  14.9  /  7.2 ,50.7%,4.8%,196,0.1%,"3,780"
3,Yoru,duelist,Competitive,Ascent,Ascendant 1,1.02, 16.2  /  15.9  /  4.4 ,50.5%,0.7%,224,0.1%,580
4,Brimstone,controller,Competitive,Ascent,Ascendant 1,0.97, 14.7  /  15.1  /  10.3 ,50.5%,5.3%,207,0.1%,"4,193"
5,Reyna,duelist,Competitive,Ascent,Ascendant 1,1.11, 17.5  /  15.8  /  4.5 ,50.4%,10.8%,240,0.1%,"8,483"
6,Raze,duelist,Competitive,Ascent,Ascendant 1,1.04, 16.7  /  16.1  /  5.2 ,49.8%,5.5%,239,0.1%,"4,333"
7,Sova,initiator,Competitive,Ascent,Ascendant 1,1.03, 15  /  14.6  /  6.3 ,49.7%,11.6%,208,0.2%,"9,128"
8,Astra,controller,Competitive,Ascent,Ascendant 1,1.03, 15.2  /  14.8  /  8.2 ,49.3%,2.8%,207,0.2%,"2,208"
9,Jett,duelist,Competitive,Ascent,Ascendant 1,1.06, 17.2  /  16.2  /  3.7 ,49.1%,15.1%,236,0.1%,"11,866"
10,Killjoy,sentinel,Competitive,Ascent,Ascendant 1,1.0, 14.5  /  14.5  /  3.9 ,49.1%,10.6%,200,0.2%,"8,307"
11,Phoenix,duelist,Competitive,Ascent,Ascendant 1,1.08, 17.3  /  16  /  5 ,49.0%,3.6%,239,0.1%,"2,854"
12,Cypher,sentinel,Competitive,Ascent,Ascendant 1,1.0, 14.7  /  14.7  /  4.9 ,48.5%,4.0%,198,0.1%,"3,143"
13,Fade,initiator,Competitive,Ascent,Ascendant 1,0.97, 14.7  /  15.2  /  6.7 ,48.2%,3.6%,200,0.1%,"2,805"
14,Omen,controller,Competitive,Ascent,Ascendant 1,0.98, 14.9  /  15.2  /  8.9 ,48.2%,10.6%,204,0.1%,"8,298"
15,Viper,controller,Competitive,Ascent,Ascendant 1,0.97, 14.7  /  15.1  /  5.9 ,47.9%,0.4%,199,0.2%,280
16,Chamber,sentinel,Competitive,Ascent,Ascendant 1,1.08, 16.6  /  15.4  /  2.7 ,47.2%,2.0%,221,0.1%,"1,582"
17,Neon,duelist,Competitive,Ascent,Ascendant 1,0.93, 15.4  /  16.6  /  4.1 ,44.8%,0.7%,212,0.1%,556
18,KAY/O,initiator,Competitive,Ascent,Ascendant 1,0.92, 14.4  /  15.7  /  9.3 ,43.1%,4.7%,205,0.1%,"3,654"
19,Breach,initiator,Competitive,Ascent,Ascendant 1,0.88, 14  /  15.8  /  7.3 ,42.3%,0.9%,193,0.1%,716
20,Harbor,controller,Competitive,Ascent,Ascendant 1,0.9, 13.9  /  15.5  /  6.4 ,42.1%,0.2%,189,0.1%,133
1,Brimstone,controller,Competitive,Haven,Ascendant 1,0.97, 14.5  /  14.9  /  9.3 ,52.2%,5.0%,205,0.1%,"3,898"
2,Killjoy,sentinel,Competitive,Haven,Ascendant 1,1.05, 15  /  14.3  /  3.6 ,51.9%,6.4%,207,0.2%,"5,003"
3,Viper,controller,Competitive,Haven,Ascendant 1,0.99, 14.8  /  15  /  5.8 ,51.2%,0.3%,204,0.2%,211
4,Raze,duelist,Competitive,Haven,Ascendant 1,1.06, 17  /  16  /  4.8 ,51.1%,5.8%,241,0.1%,"4,515"
5,Sage,sentinel,Competitive,Haven,Ascendant 1,0.96, 14.3  /  15  /  7.2 ,51.0%,6.5%,198,0.1%,"5,036"
6,Phoenix,duelist,Competitive,Haven,Ascendant 1,1.1, 17.3  /  15.7  /  4.8 ,51.0%,4.4%,240,0.1%,"3,447"
7,Skye,initiator,Competitive,Haven,Ascendant 1,0.96, 14.8  /  15.4  /  7.7 ,50.9%,3.5%,204,0.1%,"2,722"
8,Astra,controller,Competitive,Haven,Ascendant 1,1.02, 14.9  /  14.7  /  7.2 ,50.8%,2.3%,205,0.2%,"1,759"
9,Chamber,sentinel,Competitive,Haven,Ascendant 1,1.08, 16.2  /  15  /  2.8 ,49.3%,2.5%,217,0.1%,"1,978"
10,Breach,initiator,Competitive,Haven,Ascendant 1,0.94, 14.4  /  15.4  /  7.6 ,49.1%,2.7%,199,0.1%,"2,069"
11,Reyna,duelist,Competitive,Haven,Ascendant 1,1.11, 17.6  /  15.8  /  4.5 ,48.7%,11.0%,242,0.1%,"8,528"
12,Fade,initiator,Competitive,Haven,Ascendant 1,0.97, 14.6  /  15.1  /  6.9 ,48.7%,4.3%,201,0.1%,"3,326"
13,Jett,duelist,Competitive,Haven,Ascendant 1,1.07, 17.3  /  16.1  /  3.7 ,48.7%,14.3%,236,0.1%,"11,133"
14,Neon,duelist,Competitive,Haven,Ascendant 1,0.95, 15.9  /  16.7  /  4.5 ,48.1%,1.0%,222,0.1%,788
15,Omen,controller,Competitive,Haven,Ascendant 1,0.97, 14.7  /  15.2  /  8.1 ,47.8%,11.8%,202,0.1%,"9,129"
16,Sova,initiator,Competitive,Haven,Ascendant 1,0.99, 14.7  /  14.8  /  5.8 ,47.3%,8.9%,205,0.2%,"6,886"
17,KAY/O,initiator,Competitive,Haven,Ascendant 1,0.95, 14.7  /  15.4  /  9.5 ,46.2%,2.2%,211,0.1%,"1,726"
